City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Biggar,GB,55.6167,-3.5167,36.99,84,87,6.04,overcast clouds
344,Kankon,IN,15.0167,74.0167,71.4,76,23,2.57,few clouds
345,Oranjestad,AW,12.524,-70.027,78.75,73,20,16.11,few clouds
346,Boueni,YT,-12.9025,45.0761,82.38,75,4,7.76,clear sky
347,Loiza,PR,18.4313,-65.8802,73.38,95,100,6.91,light rain
348,Peleduy,RU,59.6289,112.7406,8.67,92,100,1.95,overcast clouds
349,Okha,RU,53.5739,142.9478,4.62,94,100,23.8,snow
350,Morant Bay,JM,17.8815,-76.4093,76.62,78,4,5.46,clear sky
351,Siparia,TT,10.1333,-61.5,77.95,93,25,1.01,scattered clouds
352,Nago,JP,26.5881,127.9761,66.27,62,90,10.33,overcast clouds
353,San Patricio,US,28.017,-97.5169,59.09,83,100,9.93,overcast clouds
354,Idlib,SY,35.9306,36.6339,34.99,86,75,1.92,broken clouds
355,Zelenoborsk,RU,61.4669,64.0333,7.25,95,100,7.99,overcast clouds
356,Tarumovka,RU,44.0761,46.5361,35.01,65,99,14.61,overcast clouds
357,Nemuro,JP,43.3236,145.575,28.83,71,30,11.52,scattered clouds
358,Muhos,FI,64.808,25.9931,31.78,93,100,5.73,overcast clouds
359,Nizwa,OM,22.9333,57.5333,60.64,54,1,1.39,clear sky
360,Batagay-Alyta,RU,67.8006,130.4114,-20.81,95,100,2.98,overcast clouds
361,Port-Cartier,CA,50.0334,-66.8654,3.74,97,100,3.96,light snow
362,Lyubech,UA,51.7026,30.6569,29.77,95,100,12.17,overcast clouds
363,Vanavara,RU,60.34,102.2797,-8.79,98,100,2.28,overcast clouds
364,Marsa Matruh,EG,31.3525,27.2453,44.8,87,0,0.0,clear sky
365,Saint-Augustin,CA,51.226,-58.6502,-24.81,92,18,4.99,few clouds
366,High Level,CA,58.5169,-117.136,33.91,80,40,8.05,scattered clouds
367,Tumut,AU,-35.3,148.2167,76.19,23,0,5.95,clear sky
368,Asau,RO,46.4333,26.4,34.75,72,100,5.95,overcast clouds
369,Chumikan,RU,54.7183,135.315,-1.1,80,16,13.96,few clouds
370,Okhotsk,RU,59.3833,143.3,4.23,71,95,9.28,overcast clouds
371,Cuajinicuilapa,MX,16.4667,-98.4167,75.65,78,45,1.01,scattered clouds
372,Avera,US,33.194,-82.5271,42.75,54,99,6.71,light rain
373,Ochakiv,UA,46.6128,31.5498,35.74,83,28,14.94,scattered clouds
374,Gazojak,TM,41.1875,61.4036,32.72,63,28,7.27,scattered clouds
375,Ellensburg,US,46.9965,-120.5479,40.01,84,0,1.01,clear sky
376,Xinmin,CN,41.9908,122.8253,25.05,43,33,4.29,scattered clouds
377,Lakes Entrance,AU,-37.8811,147.981,70.16,62,1,12.59,clear sky
378,Kavieng,PG,-2.5744,150.7967,83.66,71,55,2.68,broken clouds
379,Ngunguru,NZ,-35.6167,174.5,77.16,99,100,9.48,overcast clouds
380,Coalinga,US,36.1397,-120.3602,57.74,64,0,2.39,clear sky
381,Takoradi,GH,4.8845,-1.7554,78.87,86,100,5.26,overcast clouds
382,Quang Ngai,VN,15.1167,108.8,77.77,77,73,1.95,broken clouds
383,Lompoc,US,34.6391,-120.4579,61.79,74,0,3.44,clear sky
384,Reconquista,AR,-29.15,-59.65,64.04,40,0,6.51,clear sky
385,Teguise,ES,29.0605,-13.564,61.02,82,0,14.97,clear sky
386,Santarem,BR,-2.4431,-54.7083,78.93,94,40,3.44,scattered clouds
387,Westport,US,41.1415,-73.3579,30.85,81,100,5.01,overcast clouds
388,Shintomi,JP,32.0785,131.4723,45.72,40,83,4.12,broken clouds
389,Caravelas,BR,-17.7125,-39.2481,76.24,87,60,5.7,broken clouds
390,Fallon,US,39.4735,-118.7774,44.46,33,0,1.23,clear sky
391,Suslovo,RU,56.2167,88.1167,0.54,93,16,4.94,few clouds
392,Kruisfontein,ZA,-34.0033,24.7314,69.69,65,0,4.56,clear sky
393,Kieta,PG,-6.2167,155.6333,86.86,68,100,11.68,overcast clouds
394,Saint-Marc,HT,19.1082,-72.6938,75.67,73,10,8.77,clear sky
395,Port Keats,AU,-14.25,129.55,87.84,64,64,6.49,broken clouds
396,Tabory,RU,58.5198,64.5495,5.68,91,88,6.15,overcast clouds
397,Kloulklubed,PW,7.0419,134.2556,84.7,79,43,22.39,scattered clouds
398,Manokwari,ID,-0.8667,134.0833,83.01,68,99,5.59,overcast clouds
399,Malangali,TZ,-8.5667,34.85,60.58,94,100,3.11,overcast clouds
400,Mahajanga,MG,-15.7167,46.3167,77.02,94,20,3.44,few clouds
401,Vardo,NO,70.3705,31.1107,23.14,82,59,20.94,broken clouds
402,Naze,JP,28.3667,129.4833,56.32,59,100,4.76,light rain
403,Manggar,ID,-2.8833,108.2667,81.72,79,100,8.63,overcast clouds
404,Rundu,NA,-17.9333,19.7667,66.13,89,98,4.79,overcast clouds
405,Shenjiamen,CN,29.9576,122.298,45.28,85,100,17.52,light rain
406,Ngorongoro,TZ,-3.2397,35.4875,53.19,86,100,1.97,overcast clouds
407,Chapais,CA,49.7834,-74.8492,4.78,95,100,5.53,light snow
408,Mazagao,BR,-0.115,-51.2894,77.05,98,100,3.02,overcast clouds
409,Sungaipenuh,ID,-2.0833,101.3833,73.69,64,100,4.81,overcast clouds
410,Ikalamavony,MG,-21.15,46.5833,65.53,90,88,4.14,overcast clouds
411,Santa Cruz Cabralia,BR,-16.2781,-39.0247,79.03,89,20,4.61,few clouds
412,Oriximina,BR,-1.7656,-55.8661,73.85,95,100,3.06,overcast clouds
413,Lorengau,PG,-2.0226,147.2712,83.64,76,99,7.54,overcast clouds
414,Huilong,CN,31.8111,121.655,41.04,98,100,15.01,light rain
415,Montefiascone,IT,42.5393,12.0362,47.46,90,87,5.99,overcast clouds
416,Kupang,ID,-10.1667,123.5833,85.05,73,36,9.15,scattered clouds
417,Angoche,MZ,-16.2325,39.9086,73.63,94,94,10.31,overcast clouds
418,Honningsvag,NO,70.9821,25.9704,25.38,78,47,27.13,scattered clouds
419,Seoul,KR,37.5683,126.9778,33.31,39,0,1.14,clear sky
420,Ust-Maya,RU,60.4167,134.5333,-18.51,91,89,1.92,overcast clouds
421,Gravelbourg,CA,49.8834,-106.5512,30.47,73,3,12.17,clear sky
422,Suchedniow,PL,51.0478,20.8292,40.78,81,100,11.41,overcast clouds
423,Tigil,RU,57.8,158.6667,20.77,77,69,9.13,broken clouds
424,Altay,CN,47.8667,88.1167,9.91,51,92,7.56,overcast clouds
425,Bellmawr,US,39.8676,-75.0946,31.59,72,75,3.44,broken clouds
426,Ankang,CN,32.68,109.0172,38.66,65,72,2.82,broken clouds
427,Pokhara,NP,28.2333,83.9833,53.02,67,4,2.37,clear sky
428,College,US,64.8569,-147.8028,-4.92,77,100,0.0,overcast clouds
429,Yangcun,CN,39.3639,117.0603,33.78,28,96,5.19,overcast clouds
430,Rosenberg,SK,49.0748,19.3075,38.7,99,100,6.2,overcast clouds
431,Makali,SL,8.6333,-11.6667,66.42,95,4,0.6,clear sky
432,Kahului,US,20.8947,-156.47,80.62,59,0,23.02,clear sky
433,Verkhoyansk,RU,67.5447,133.385,-29.25,95,100,1.34,overcast clouds
434,Kaohsiung,TW,22.6163,120.3133,67.03,76,75,3.44,light intensity drizzle
435,Grand Gaube,MU,-20.0064,57.6608,77.4,86,100,1.99,overcast clouds
436,Aswan,EG,24.0934,32.907,49.3,46,0,4.61,clear sky
437,Fontem,CM,5.4685,9.8818,64.85,78,3,2.37,clear sky
438,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,62.65,66,0,10.6,clear sky
439,Brae,GB,60.3964,-1.353,39.11,57,95,30.4,overcast clouds
440,Gao,ML,16.6362,1.637,59.88,15,0,12.64,clear sky
441,Dingle,PH,10.9995,122.6711,83.75,63,48,15.41,scattered clouds
442,Saumur,FR,47.3333,-0.25,50.9,90,96,13.51,overcast clouds
443,Pahrump,US,36.2083,-115.9839,57.11,19,0,1.99,clear sky
444,Pandan,PH,14.0453,124.1694,78.69,85,83,16.53,broken clouds
445,Iranshahr,IR,27.2025,60.6848,55.74,54,0,6.91,clear sky
446,Muisne,EC,0.6,-80.0333,75.76,88,66,4.29,light rain
447,Bulz,RO,46.9167,22.6833,36.07,96,100,16.22,light rain
448,Mehamn,NO,71.0357,27.8492,18.45,83,90,13.51,overcast clouds
449,Melo,UY,-32.3667,-54.1833,57.97,58,0,8.75,clear sky
450,Te Anau,NZ,-45.4167,167.7167,70.7,39,26,1.39,scattered clouds
451,Paamiut,GL,61.994,-49.6678,10.49,78,100,27.0,light snow
452,La Ronge,CA,55.1001,-105.2842,14.25,85,75,5.75,broken clouds
453,Vavuniya,LK,8.7514,80.4971,78.78,61,99,4.92,overcast clouds
454,Tautira,PF,-17.7333,-149.15,86.0,76,72,19.98,light rain
455,Harper,LR,4.375,-7.7169,78.76,83,100,6.06,overcast clouds
456,Namatanai,PG,-3.6667,152.4333,85.84,67,100,7.11,overcast clouds
457,Smithers,CA,54.7804,-127.1743,34.12,86,100,3.44,overcast clouds
458,Faya,SA,18.3851,42.4509,48.72,84,9,3.42,clear sky
459,Skotterud,NO,59.9828,12.1283,27.28,92,48,2.93,scattered clouds
460,Kastrakion,GR,39.7156,21.6181,51.26,88,21,3.49,few clouds
461,Raga,SS,8.4596,25.678,60.4,22,38,4.81,scattered clouds
462,Chaadayevka,RU,53.1427,45.9122,5.02,99,92,3.6,overcast clouds
463,Bikaner,IN,28.0167,73.3,63.59,40,0,6.13,clear sky
464,Stara Vyzhivka,UA,51.4376,24.44,36.57,96,100,21.23,overcast clouds
465,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.62,98,83,0.4,broken clouds
466,Christchurch,NZ,-43.5333,172.6333,64.94,64,40,4.0,scattered clouds
467,Sao Borja,BR,-28.6606,-56.0044,65.95,40,0,6.44,clear sky
468,Lac Du Bonnet,CA,50.2536,-96.0612,-11.9,100,95,4.43,overcast clouds
469,Tanggul,ID,-8.1645,113.4525,86.65,68,54,2.19,broken clouds
470,Nouakchott,MR,18.0858,-15.9785,64.33,51,36,9.37,scattered clouds
471,Bolanos De Calatrava,ES,38.9069,-3.6635,43.74,83,16,3.29,few clouds
472,Nabire,ID,-3.3667,135.4833,82.9,73,100,1.83,overcast clouds
473,Podor,MR,16.6527,-14.9587,76.05,11,0,8.7,clear sky
474,Meulaboh,ID,4.1363,96.1285,78.46,83,100,2.55,overcast clouds
475,Gafanha Da Nazare,PT,40.6362,-8.7134,47.08,53,53,3.67,broken clouds
476,Challapata,BO,-18.9,-66.7667,47.61,72,94,7.14,overcast clouds
477,Zhob,PK,31.3411,69.4481,42.71,71,1,3.74,clear sky
478,Pontes E Lacerda,BR,-15.2261,-59.3353,69.98,98,100,2.06,overcast clouds
479,Megion,RU,61.0296,76.1136,-2.18,98,7,8.59,clear sky
480,Ballarat,AU,-37.5662,143.8496,78.98,22,0,2.08,clear sky
481,Granada,ES,37.25,-3.25,41.29,78,0,2.42,clear sky
482,Vaitape,PF,-16.5167,-151.75,81.01,75,100,20.15,light rain
483,Formosa,AR,-26.1775,-58.1781,66.65,43,0,5.14,clear sky
484,Mayo,US,38.8876,-76.5119,34.25,64,75,0.0,broken clouds
485,Cabo San Lucas,MX,22.8909,-109.9124,66.51,72,20,6.91,few clouds
486,Khromtau,KZ,50.2503,58.4347,13.89,94,100,12.73,overcast clouds
487,Azare,NG,11.6765,10.1948,60.69,19,0,8.75,clear sky
488,Anori,BR,-3.7728,-61.6442,73.72,98,95,2.1,overcast clouds
489,Senno,RU,59.5336,33.9167,26.26,92,100,10.2,overcast clouds
490,Rosetown,CA,51.5501,-108.0014,29.98,80,0,10.36,clear sky
491,Osoyoos,CA,49.0331,-119.4524,36.36,87,96,0.0,overcast clouds
492,Jizan,SA,17.3333,42.6667,74.34,69,51,3.87,broken clouds
493,Berlevag,NO,70.8578,29.0864,19.9,85,60,20.71,broken clouds
494,Nacogdoches,US,31.6002,-94.6335,42.44,76,0,0.0,clear sky
495,Xinqing,CN,48.2333,129.5,8.98,80,100,7.47,overcast clouds
496,Saint-Louis,SN,16.3333,-15.0,75.4,11,0,9.48,clear sky
497,Binika,IN,21.0333,83.8,65.35,29,95,1.86,overcast clouds
498,Sakakah,SA,29.9697,40.2064,42.37,59,0,4.7,clear sky
499,Baykit,RU,61.67,96.37,-6.72,99,49,2.98,scattered clouds
500,Tokoroa,NZ,-38.2333,175.8667,66.58,98,100,6.82,light rain
501,Broome,US,42.2506,-75.833,23.9,69,0,1.01,clear sky
502,Kirovsk,UA,48.6375,38.6428,23.31,93,32,8.1,scattered clouds
503,Dwarka,IN,22.2394,68.9678,68.23,62,4,4.68,clear sky
504,Bathsheba,BB,13.2167,-59.5167,77.61,83,40,14.97,scattered clouds
505,Horizonte,BR,-4.1,-38.4833,81.5,89,2,1.05,clear sky
506,Savannah Bight,HN,16.45,-85.85,78.87,63,5,9.31,clear sky
507,Isangel,VU,-19.55,169.2667,82.51,94,100,13.8,moderate rain
508,Hovd,MN,48.0056,91.6419,-9.71,72,10,0.69,clear sky
509,Twin Falls,US,42.3505,-114.6445,21.54,86,0,0.0,clear sky
510,Buala,SB,-8.145,159.5921,86.63,71,97,12.3,light rain
511,Makakilo City,US,21.3469,-158.0858,79.12,59,75,9.22,broken clouds
512,Cabedelo,BR,-6.9811,-34.8339,79.47,73,0,10.18,clear sky
513,Kijang,KR,35.2442,129.2139,38.93,22,65,2.66,broken clouds
514,Maumere,ID,-8.6199,122.2111,85.12,71,7,6.08,clear sky
515,Neosho,US,36.869,-94.368,36.55,78,5,2.57,clear sky
516,Goundam,ML,16.4145,-3.6708,63.16,14,0,9.19,clear sky
517,Rincon,US,32.296,-81.2354,44.85,90,100,1.01,overcast clouds
518,Riesa,DE,51.3,13.3,39.04,81,100,21.61,overcast clouds
519,Domoni,KM,-12.2569,44.5319,79.12,87,39,10.29,moderate rain
520,Grojec,PL,51.8625,20.8676,40.39,77,97,15.9,overcast clouds
521,Tateyama,JP,34.9833,139.8667,46.67,39,29,2.64,scattered clouds
522,Ongandjera,NA,-17.8833,15.0667,67.71,85,100,11.41,moderate rain
523,Scheia,RO,47.65,26.2333,40.39,60,100,8.05,overcast clouds
524,Mikuni,JP,36.2171,136.1519,35.51,65,68,2.77,broken clouds
525,Manzil Salim,TN,35.8567,8.4765,33.8,90,1,3.15,clear sky
526,Arenapolis,BR,-14.4503,-56.8461,72.95,98,100,1.77,overcast clouds
527,Strai,NO,58.2,7.9,37.63,71,14,1.14,few clouds
528,Bairnsdale,AU,-37.8333,147.6167,71.71,68,1,8.01,clear sky
529,Xuanwu,CN,32.069,118.8138,31.95,100,100,13.13,light snow
530,Sar-E Pul,AF,35.8333,66.1667,24.39,60,100,8.19,overcast clouds
531,Damghan,IR,36.1683,54.348,32.32,69,96,1.72,overcast clouds
532,Oistins,BB,13.0667,-59.5333,77.09,83,40,14.97,scattered clouds
533,Westerland,DE,54.9079,8.3033,39.22,87,8,21.85,clear sky
534,Brooks,CA,50.5834,-111.8851,39.18,53,3,11.5,clear sky
535,Linjiang,CN,41.8069,126.9078,19.56,67,80,3.76,broken clouds
536,Garissa,KE,-0.4536,39.6401,76.5,74,100,7.4,overcast clouds
537,Kondinskoye,RU,59.6481,67.41,8.47,93,100,9.48,overcast clouds
538,Sal Rei,CV,16.1833,-22.9167,68.56,81,2,12.57,clear sky
539,Sehithwa,BW,-20.4667,22.7167,66.74,73,5,6.2,clear sky
540,Camargo,MX,27.6667,-105.1667,53.22,23,15,13.56,few clouds
541,Aksarka,RU,66.5606,67.7975,-14.62,100,96,6.78,overcast clouds
542,San Juan,AR,-31.5375,-68.5364,74.34,34,0,11.83,clear sky
543,Itarema,BR,-2.9248,-39.9167,78.8,78,2,11.07,clear sky
544,Seminole,US,28.7086,-81.2081,63.05,94,100,6.91,mist
545,Belaya Gora,RU,68.5333,146.4167,-37.07,97,97,1.77,overcast clouds
546,Sainte-Rose,GP,16.3324,-61.6979,75.24,88,100,6.91,overcast clouds
547,Simbahan,PH,6.3032,120.5836,81.82,74,99,6.96,overcast clouds
548,Katsina,NG,12.9894,7.6006,60.03,16,0,11.68,clear sky
549,Moose Factory,CA,51.2585,-80.6094,-4.02,77,20,3.44,few clouds
550,Blahodatne,UA,50.6637,24.2492,36.84,89,100,19.08,overcast clouds
551,Mareeba,AU,-17.0,145.4333,84.67,71,49,5.82,scattered clouds
552,Dubbo,AU,-32.25,148.6167,75.33,46,75,14.97,broken clouds
553,Hamilton,US,39.1834,-84.5333,30.97,84,0,3.44,clear sky
554,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.17,88,2,18.68,clear sky
555,Margate,GB,51.3813,1.3862,41.88,69,5,8.99,clear sky
556,Evensk,RU,61.95,159.2333,4.77,73,0,6.98,clear sky
557,Montepuez,MZ,-13.1256,38.9997,68.2,97,88,2.98,overcast clouds
558,Karratha,AU,-20.7377,116.8463,90.97,58,65,10.78,broken clouds
559,Prescott,US,34.54,-112.4685,41.49,24,0,4.0,clear sky
560,Tabuk,PH,17.4189,121.4443,73.33,86,99,3.02,overcast clouds
561,Havoysund,NO,70.9963,24.6622,23.88,77,52,14.85,broken clouds
562,Mersing,MY,2.4312,103.8405,76.91,94,40,10.36,light rain
563,Colares,PT,38.7992,-9.4469,52.79,51,4,5.01,clear sky
564,Touros,BR,-5.1989,-35.4608,79.7,76,19,8.86,few clouds
565,Nortelandia,BR,-14.4547,-56.8028,73.17,98,100,2.21,overcast clouds
566,Ravar,IR,31.2656,56.8055,41.54,45,0,3.4,clear sky
567,Najran,SA,17.4924,44.1277,50.65,59,32,3.18,scattered clouds
568,Vostok,RU,46.4856,135.8833,6.49,83,99,5.86,overcast clouds
569,San Quintin,MX,30.4833,-115.95,58.3,49,0,4.7,clear sky
570,Elk River,US,45.3038,-93.5672,11.97,73,36,1.01,scattered clouds
571,Soyung,PH,16.7001,121.6655,71.49,93,100,3.18,overcast clouds
572,Morrope,PE,-6.5417,-80.0111,75.79,70,100,12.26,overcast clouds
573,Asosa,ET,10.0667,34.5333,58.06,38,36,5.57,scattered clouds
574,Flores,GT,16.9226,-89.8994,65.98,98,68,1.97,broken clouds
575,Porto Novo,BJ,6.4965,2.6036,75.88,88,59,3.18,broken clouds
576,Orcopampa,PE,-15.2661,-72.3417,44.89,82,100,1.43,overcast clouds
577,Luena,AO,-11.7833,19.9167,59.36,86,100,4.12,overcast clouds
578,Mogadishu,SO,2.0371,45.3438,76.87,83,40,14.97,scattered clouds
579,Mastic Beach,US,40.7668,-72.8521,33.03,80,100,7.0,overcast clouds
580,Mollendo,PE,-17.0231,-72.0147,69.66,85,63,4.81,broken clouds
581,Mwingi,KE,-0.9344,38.0601,65.48,62,98,2.86,overcast clouds
582,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,59,0,2.3,clear sky
583,Biloela,AU,-24.4167,150.5,85.1,35,37,18.37,scattered clouds
584,Chimbote,PE,-9.0853,-78.5783,70.79,77,100,6.58,overcast clouds
585,Moron,AR,-34.6534,-58.6198,65.97,81,9,6.29,clear sky
586,Mocuba,MZ,-16.8392,36.9856,70.79,98,100,5.91,light rain
587,Namibe,AO,-15.1961,12.1522,72.28,70,95,7.43,overcast clouds
588,Banov,CZ,48.988,17.7175,40.87,89,100,16.02,overcast clouds
589,Waitati,NZ,-45.75,170.5667,62.8,67,100,9.66,overcast clouds
590,San Nicolas,PH,18.1725,120.5953,84.11,58,75,4.61,broken clouds
591,Kosonsoy,UZ,41.2561,71.5508,32.56,97,100,3.76,light snow
592,Les Cayes,HT,18.2,-73.75,73.09,76,2,2.01,clear sky
593,Amapa,BR,1.0,-52.0,71.08,99,100,1.41,overcast clouds
594,Shizunai,JP,42.3339,142.3669,29.98,62,52,12.88,broken clouds
595,Sorkjosen,NO,69.8,20.9333,22.23,71,96,11.79,overcast clouds
596,Luquillo,PR,18.3725,-65.7166,73.33,100,100,5.75,light rain
597,Choma,ZM,-16.8065,26.9531,63.5,79,100,10.42,overcast clouds
598,Springbok,ZA,-29.6643,17.8865,70.47,46,0,4.05,clear sky
599,Ostrovnoy,RU,68.0531,39.5131,11.53,88,16,18.66,few clouds
600,Jiuquan,CN,39.7432,98.5174,14.16,83,100,1.92,overcast clouds
601,Korla,CN,41.7597,86.1469,25.38,43,57,3.33,broken clouds
602,Mamakan,RU,57.8161,114.0028,14.25,82,100,5.26,overcast clouds
603,Jaora,IN,23.6333,75.1333,62.22,30,0,3.02,clear sky
604,Kailua,US,21.4022,-157.7394,82.38,73,20,13.8,few clouds
605,Shirgaon,IN,19.7,72.7,68.02,63,37,3.67,scattered clouds
606,Borger,NL,52.9233,6.7931,41.79,86,28,23.31,scattered clouds
607,Puerto Escondido,MX,15.85,-97.0667,76.01,78,1,3.74,clear sky
608,Tartus,SY,34.889,35.8866,55.42,82,46,0.16,scattered clouds
609,Sorong,ID,-0.8833,131.25,83.64,72,100,8.41,overcast clouds
610,Ambon,ID,-3.6954,128.1814,87.94,66,40,4.61,scattered clouds
611,Pilar,BR,-9.5972,-35.9567,75.13,82,13,4.0,few clouds
612,Vermillion,US,42.7794,-96.9292,29.03,58,6,3.6,clear sky
613,Fort Nelson,CA,58.8053,-122.7002,18.99,100,40,3.44,scattered clouds
614,Humaita,BR,-7.5061,-63.0208,74.08,98,100,2.93,overcast clouds
615,Yumen,CN,40.2833,97.2,15.58,63,100,10.69,overcast clouds
616,Kidal,ML,18.4411,1.4078,60.96,15,0,10.6,clear sky
617,Puerto Cabezas,NI,14.0351,-83.3888,72.19,78,0,7.9,clear sky
618,Mount Gambier,AU,-37.8333,140.7667,87.71,19,0,14.97,clear sky
619,Riberalta,BO,-10.9833,-66.1,72.43,98,100,2.37,overcast clouds
620,Porto Walter,BR,-8.2686,-72.7439,72.99,97,100,1.79,overcast clouds
621,Manzhouli,CN,49.6,117.4333,9.82,89,36,10.74,scattered clouds
622,Sept-Iles,CA,50.2001,-66.3821,4.05,79,100,5.75,overcast clouds
623,Plettenberg Bay,ZA,-34.0527,23.3716,69.51,62,0,4.0,clear sky
624,Mugla,TR,37.2303,28.3557,29.07,67,9,2.77,clear sky
625,Sola,VU,-13.8833,167.55,82.92,80,100,20.38,light rain
626,Nichlaul,IN,27.3167,83.7333,56.28,71,0,0.47,clear sky
627,Broken Hill,AU,-31.95,141.4333,82.11,28,40,12.66,scattered clouds
628,Araouane,ML,18.9048,-3.5265,62.49,13,0,8.28,clear sky
629,Bagdarin,RU,54.4333,113.6,5.63,78,82,0.47,broken clouds
630,Mwanza,TZ,-2.5167,32.9,67.71,74,97,4.21,overcast clouds
631,Ormara,PK,25.2088,64.6357,70.47,83,15,5.79,few clouds
632,Sao Filipe,CV,14.8961,-24.4956,72.48,75,1,5.97,clear sky
633,Cabra,ES,37.4725,-4.4421,49.14,83,0,2.15,clear sky
634,Artesia,US,33.8658,-118.0831,74.14,37,0,4.61,clear sky
635,Tombouctou,ML,20.0,-3.0,61.88,13,2,8.84,clear sky
636,Petrovsk,RU,52.3064,45.3917,13.69,97,96,4.61,overcast clouds
637,Campina Verde,BR,-19.5356,-49.4864,70.48,95,100,3.02,overcast clouds
638,Raudeberg,NO,61.9875,5.1352,38.19,89,90,3.0,overcast clouds
639,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,81,27,12.46,scattered clouds
640,Katangli,RU,51.7102,143.2326,11.53,83,100,17.58,overcast clouds
641,Bogorodskoye,RU,56.55,37.8833,23.09,91,100,8.5,overcast clouds
642,Ampanihy,MG,-24.7,44.75,73.6,88,100,14.79,moderate rain
643,Ippy,CF,6.2679,21.2247,69.28,18,65,7.85,broken clouds
644,Kenora,CA,49.8167,-94.4337,2.59,84,0,0.0,clear sky
645,Carutapera,BR,-1.195,-46.02,75.67,94,100,4.45,overcast clouds
646,Narvik,NO,68.4384,17.4272,27.81,75,100,6.11,overcast clouds
647,Rafsanjan,IR,30.4067,55.9939,43.5,30,0,3.42,clear sky
648,Phan Thiet,VN,10.9333,108.1,85.98,55,70,11.07,broken clouds
649,Mgachi,RU,51.05,142.2667,9.07,89,100,8.1,overcast clouds
650,Morgan City,US,29.6994,-91.2068,45.0,81,0,3.44,clear sky
651,Sunland Park,US,31.7965,-106.58,50.67,32,40,10.0,scattered clouds
652,Suntar,RU,62.1444,117.6319,2.64,93,100,3.98,overcast clouds
653,Anadyr,RU,64.75,177.4833,-14.3,84,0,11.18,clear sky
654,Gat,IL,31.61,34.7642,54.91,100,6,6.8,clear sky
655,Pafos,CY,34.7667,32.4167,46.31,93,0,8.05,clear sky
656,Verkh-Usugli,RU,52.7,115.1667,7.72,77,31,1.45,scattered clouds
657,Samana,DO,19.2056,-69.3369,71.98,88,23,9.6,few clouds
658,Arman,RU,59.7,150.1667,17.02,73,72,6.35,broken clouds
659,Peniche,PT,39.3558,-9.3811,52.09,60,8,5.19,clear sky
660,Rivera,UY,-30.9053,-55.5508,57.85,56,0,5.01,clear sky
661,Oranjemund,NA,-28.55,16.4333,66.07,75,6,3.06,clear sky
662,Cheremisinovo,RU,51.8855,37.2646,28.51,95,100,12.1,overcast clouds
663,Seguin,US,29.5688,-97.9647,52.47,63,0,5.75,clear sky
664,Komsomolskiy,UZ,40.4272,71.7189,38.55,87,75,4.61,broken clouds
665,Zaraza,VE,9.3503,-65.3245,77.05,78,49,9.31,scattered clouds
